,diet,lat,lon,nz,site
000001919.1076369,Omnivore,49.3,-123.1,397,UBERON:feces
000001922.1076319,Omnivore,34.3,-118.0,426,UBERON:feces
000001923.1076122,Vegetarian but eat seafood,30.3,-97.7,449,UBERON:feces
000001929.1210930,Vegetarian but eat seafood,42.3,-71.2,466,UBERON:feces
000001930.1210752,Vegetarian but eat seafood,42.3,-71.2,305,UBERON:feces
000001933.1053837,Omnivore,42.3,-71.1,283,UBERON:tongue
000001934.1076306,Omnivore,42.3,-71.1,574,UBERON:feces
000001936.fixed804,Omnivore,42.4,-71.1,566,UBERON:feces
000001939.1076169,Omnivore,42.4,-71.1,474,UBERON:feces
000001940.1076285,Omnivore,42.4,-71.1,590,UBERON:feces
000001944.1130041,Omnivore,42.4,-71.1,495,UBERON:feces
000001947.1075859,Omnivore,40.8,-74.4,173,UBERON:feces
000001948.1075869,Omnivore,40.8,-74.4,347,UBERON:feces
000001955.1075736,Omnivore,41.5,-71.5,443,UBERON:feces
000001956.1283114,Omnivore,41.5,-71.5,700,UBERON:feces
000001960.1076155,Omnivore,43.3,-71.0,532,UBERON:feces
000001961.1075985,Omnivore,47.2,-67.9,246,UBERON:feces
000001962.1075789,Omnivore,47.2,-67.9,344,UBERON:feces
000001965.1131816,Omnivore,44.6,-72.6,207,UBERON:feces
000001966.1076441,Omnivore,44.6,-72.6,462,UBERON:feces
000001969.1076115,Omnivore,41.8,-72.7,391,UBERON:feces
000001970.1053948,Omnivore,41.8,-72.7,340,UBERON:tongue
000001978.1075913,Omnivore,40.2,-74.9,256,UBERON:feces
000001979.1075738,Omnivore,40.2,-74.9,318,UBERON:feces
000001980.1075916,Omnivore,40.2,-74.9,394,UBERON:feces
000001985.1075904,Vegetarian but eat seafood,49.4,-123.3,316,UBERON:feces
000001986.1053795,Vegetarian but eat seafood,49.4,-123.3,349,UBERON:skin
000002005.1130400,Omnivore,40.4,-74.4,248,UBERON:feces
000002013.1131550,Vegetarian but eat seafood,40.7,-74.0,535,UBERON:feces
000002014.1131929,Omnivore,40.7,-74.0,504,UBERON:feces
000002019.fixed822,Omnivore,40.9,-73.9,266,UBERON:feces
000002020.1053858,Omnivore,40.9,-73.9,675,UBERON:feces
000002023.1076356,Vegetarian but eat seafood,41.2,-73.9,2,UBERON:feces
000002023.1130272,Vegetarian but eat seafood,41.2,-73.9,457,UBERON:feces
000002027.1053924,Omnivore,40.8,-73.9,650,UBERON:feces
000002028.1053812,Omnivore,40.8,-73.9,596,UBERON:feces
000002029.1130211,Omnivore,40.7,-74.0,2,UBERON:hand
000002030.1053854,Omnivore,40.7,-74.0,580,UBERON:feces
000002035.1075856,Omnivore,40.6,-73.9,125,UBERON:feces
000002036.1076165,Omnivore,40.6,-73.9,418,UBERON:feces
000002037.1210877,Omnivore,40.7,-73.8,218,UBERON:tongue
000002038.1210647,Omnivore,40.7,-73.8,214,UBERON:feces
000002042.1076023,Omnivore,40.7,-73.1,546,UBERON:feces
000002043.1076297,Omnivore,41.0,-72.2,278,UBERON:feces
000002044.1076220,Omnivore,41.0,-72.2,463,UBERON:feces
000002049.1131952,Omnivore,42.8,-76.0,171,UBERON:tongue
000002050.1076426,Omnivore,42.8,-76.0,464,UBERON:feces
000002051.1053951,Omnivore,42.7,-76.6,650,UBERON:feces
000002052.1053728,Omnivore,42.7,-76.6,768,UBERON:feces
000002056.1075815,Omnivore,42.8,-78.6,425,UBERON:feces
000002059.1213100,Omnivore,43.0,-77.6,644,UBERON:feces
000002060.1213065,Omnivore,43.0,-77.6,541,UBERON:feces
000002063.1131894,Omnivore,43.1,-77.6,216,UBERON:feces
000002064.1076346,Omnivore,43.1,-77.6,626,UBERON:feces
000002067.1075762,Omnivore,42.1,-77.3,286,UBERON:feces
000002068.1130031,Omnivore,42.1,-77.3,323,UBERON:feces
000002071.1210836,Omnivore,40.4,-80.0,480,UBERON:feces
000002072.1261648,Omnivore,40.4,-80.0,523,UBERON:feces
000002073.1076324,Omnivore,40.5,-79.8,563,UBERON:feces
000002078.1130512,Omnivore,41.2,-80.4,6,UBERON:hand
000002079.1130001,Omnivore,40.3,-76.9,409,UBERON:feces
000002080.1130223,Omnivore,40.3,-76.9,51,UBERON:feces
000002081.1053820,Omnivore,40.2,-76.3,900,UBERON:feces
000002082.1053885,Omnivore,40.2,-76.3,374,UBERON:feces
000002087.1075858,Omnivore,40.4,-75.0,430,UBERON:feces
000002088.1053900,Omnivore,40.4,-75.0,409,UBERON:skin
000002099.1131524,Omnivore,40.1,-75.4,611,UBERON:feces
000002100.1131761,Omnivore,40.1,-75.4,570,UBERON:feces
000002109.1076061,Vegetarian but eat seafood,39.0,-77.5,181,UBERON:feces
000002111.1131695,Omnivore,38.9,-77.4,366,UBERON:feces
000002112.1131864,Omnivore,38.9,-77.4,452,UBERON:feces
000002113.1257259,Omnivore,39.0,-77.4,1,UBERON:feces
000002113.1262094,Omnivore,39.0,-77.4,103,UBERON:feces
000002114.1076296,Omnivore,39.0,-77.4,264,UBERON:feces
000002125.1130222,Omnivore,39.0,-76.9,263,UBERON:feces
000002126.1130242,Omnivore,39.0,-76.9,413,UBERON:feces
000002132.1076332,Omnivore,39.1,-77.0,480,UBERON:feces
000002141.1053789,Vegetarian but eat seafood,39.3,-76.6,545,UBERON:feces
000002142.1053796,Vegetarian but eat seafood,39.3,-76.6,575,UBERON:feces
000002145.1257167,Omnivore but no red meat,38.9,-77.1,313,UBERON:feces
000002146.1130172,Omnivore,38.9,-77.1,609,UBERON:feces
000002147.1075772,Omnivore,38.9,-77.1,418,UBERON:feces
000002148.1075974,Omnivore,38.9,-77.1,397,UBERON:feces
000002151.1076046,Vegetarian but eat seafood,38.0,-78.8,349,UBERON:feces
000002152.1130165,Vegetarian but eat seafood,38.0,-78.8,295,UBERON:feces
000002157.1131567,Omnivore,37.9,-79.3,436,UBERON:feces
000002159.1131556,Omnivore,38.4,-81.6,424,UBERON:feces
000002160.1053942,Omnivore,38.4,-81.6,6,UBERON:feces
000002160.1130381,Omnivore,38.4,-81.6,340,UBERON:feces
000002161.1053919,Omnivore,36.0,-80.3,565,UBERON:feces
000002162.1053707,Omnivore,36.0,-80.3,5,UBERON:feces
000002162.1130335,Omnivore,36.0,-80.3,409,UBERON:feces
000002165.1075866,Omnivore,36.1,-79.1,212,UBERON:feces
000002166.1075926,Omnivore,36.1,-79.1,260,UBERON:feces
000002171.1130530,Omnivore,35.9,-79.1,347,UBERON:feces
000002172.1053857,Omnivore,35.9,-79.1,640,UBERON:feces
000002173.1075965,Omnivore,35.8,-78.9,306,UBERON:feces
000002175.1130416,Omnivore,35.7,-78.8,202,UBERON:feces
000002176.1130171,Omnivore,35.7,-78.8,94,UBERON:feces
000002177.1076288,Omnivore,35.9,-78.8,198,UBERON:feces
000002178.1053767,Omnivore,35.9,-78.8,210,UBERON:tongue
000002179.1076210,Omnivore,36.0,-79.0,677,UBERON:feces
000002180.1076396,Omnivore,36.0,-79.0,538,UBERON:feces
000002183.1076375,Omnivore,33.9,-78.0,2,UBERON:feces
000002183.1130360,Omnivore,33.9,-78.0,232,UBERON:feces
000002184.1131892,Omnivore,33.9,-78.0,232,UBERON:feces
000002185.1075996,Omnivore,36.3,-81.6,350,UBERON:feces
000002186.1076004,Omnivore,36.3,-81.6,474,UBERON:feces
000002197.1257513,Omnivore,35.6,-82.6,340,UBERON:feces
000002198.1131606,Omnivore,35.6,-82.6,2,UBERON:feces
000002198.1210687,Omnivore,35.6,-82.6,209,UBERON:feces
000002199.1075940,Omnivore,34.9,-82.0,215,UBERON:feces
000002200.1075766,Omnivore,34.9,-82.0,229,UBERON:feces
000002201.1130086,Omnivore,34.9,-82.0,221,UBERON:feces
000002202.1130392,Omnivore,34.9,-82.0,311,UBERON:feces
000002205.1076114,Omnivore,34.6,-82.9,306,UBERON:feces
000002207.1210605,Omnivore,32.2,-80.8,207,UBERON:tongue
000002208.1076206,Omnivore,32.2,-80.8,313,UBERON:feces
000002211.1075742,Omnivore,33.8,-84.3,457,UBERON:feces
000002212.1053780,Omnivore,33.8,-84.3,398,UBERON:hand
000002219.1075877,Omnivore,34.0,-84.2,268,UBERON:feces
000002220.1075863,Omnivore,34.0,-84.2,161,UBERON:feces
000002222.1283124,Omnivore,34.0,-84.6,324,UBERON:feces
000002229.1076126,Omnivore,30.1,-81.8,115,UBERON:feces
000002230.1075747,Omnivore,30.1,-81.8,206,UBERON:feces
000002237.1075757,Omnivore,28.7,-81.3,203,UBERON:feces
000002243.1076078,Vegan,28.6,-80.8,329,UBERON:feces
000002244.1076101,Vegetarian but eat seafood,28.6,-80.8,222,UBERON:feces
000002250.1213140,Omnivore,26.6,-80.2,301,UBERON:feces
000002253.1131832,Omnivore,28.1,-82.4,642,UBERON:feces
000002257.1210935,Omnivore,28.5,-82.5,524,UBERON:feces
000002258.1210686,Omnivore,28.5,-82.5,379,UBERON:feces
000002259.1131931,Omnivore,35.9,-87.0,154,UBERON:tongue
000002260.1130168,Omnivore,35.9,-87.0,429,UBERON:skin
000002261.1076015,Omnivore,35.9,-87.0,617,UBERON:feces
000002262.1076020,Omnivore,35.9,-87.0,453,UBERON:feces
000002271.1283117,Omnivore,35.2,-85.3,334,UBERON:feces
000002272.1283121,Omnivore,35.2,-85.3,367,UBERON:feces
000002273.1076044,Omnivore,36.3,-82.3,338,UBERON:feces
000002274.1076076,Omnivore,36.3,-82.3,189,UBERON:feces
000002276.1076156,Omnivore,38.3,-85.6,470,UBERON:feces
000002281.1131757,Omnivore,41.4,-83.7,110,UBERON:feces
000002282.1130036,Omnivore,41.4,-83.7,234,UBERON:feces
000002287.1076236,Omnivore,41.1,-81.7,431,UBERON:feces
000002288.1076201,Omnivore,41.1,-81.7,4,UBERON:feces
000002288.1130324,Omnivore,41.1,-81.7,525,UBERON:feces
000002290.1210781,Omnivore,40.8,-81.3,556,UBERON:feces
000002295.1075885,Omnivore,39.9,-86.3,321,UBERON:feces
000002296.1053926,Omnivore,39.9,-86.3,1187,UBERON:hand
000002301.1076386,Omnivore,39.5,-87.4,2,UBERON:feces
000002301.1130475,Omnivore,39.5,-87.4,288,UBERON:feces
000002302.1130154,Omnivore,39.5,-87.4,446,UBERON:feces
000002303.1053732,Omnivore,42.3,-83.4,233,UBERON:tongue
000002304.1075713,Omnivore,42.3,-83.4,260,UBERON:feces
000002309.1130415,Omnivore,42.7,-83.1,1,UBERON:feces
000002310.1075803,Omnivore,42.7,-83.1,280,UBERON:feces
000002315.1075719,Omnivore,41.4,-92.9,172,UBERON:feces
000002316.1053925,Omnivore,41.4,-92.9,352,UBERON:tongue
000002319.1075743,Omnivore,41.5,-91.7,369,UBERON:feces
000002320.1053946,Omnivore,41.5,-91.7,219,UBERON:tongue
000002321.1213070,Omnivore,41.0,-92.0,354,UBERON:feces
000002322.1213016,Omnivore,41.0,-92.0,379,UBERON:feces
000002329.1075830,Omnivore,42.9,-88.3,539,UBERON:feces
000002330.1075836,Omnivore,42.9,-88.3,441,UBERON:feces
000002331.1075840,Omnivore,43.1,-89.4,244,UBERON:feces
000002334.1076229,Omnivore,43.1,-89.3,620,UBERON:feces
000002335.fixed826,Omnivore,44.7,-92.5,181,UBERON:tongue
000002336.1257258,Omnivore,44.7,-92.5,390,UBERON:feces
000002337.1076451,Vegetarian,45.0,-92.7,373,UBERON:feces
000002341.1053910,Omnivore,44.1,-88.5,101,UBERON:feces
000002342.1053720,Omnivore,44.1,-88.5,150,UBERON:feces
000002345.1076192,Omnivore,45.0,-93.2,360,UBERON:feces
000002346.1076208,Omnivore,45.0,-93.2,309,UBERON:feces
000002347.1076425,Omnivore,45.0,-93.2,443,UBERON:feces
000002348.1076160,Vegetarian but eat seafood,45.0,-93.2,664,UBERON:feces
000002349.1075894,Omnivore,45.0,-93.0,408,UBERON:feces
000002350.1130144,Omnivore,45.0,-93.0,633,UBERON:feces
000002359.1075943,Omnivore but no red meat,45.8,-94.2,342,UBERON:feces
000002360.1131859,Omnivore but no red meat,45.8,-94.2,187,UBERON:tongue
000002369.1053841,Omnivore,45.7,-110.9,622,UBERON:feces
000002370.1053809,Omnivore,45.7,-110.9,2,UBERON:feces
000002370.1130350,Omnivore,45.7,-110.9,548,UBERON:feces
000002371.1076128,Omnivore,45.7,-110.9,473,UBERON:feces
000002372.1075793,Omnivore,45.7,-110.9,416,UBERON:feces
000002381.1210965,Omnivore,42.1,-88.0,216,UBERON:tongue
000002382.1210580,Omnivore,42.1,-88.0,514,UBERON:feces
000002383.1053906,Vegetarian but eat seafood,42.0,-87.9,220,UBERON:tongue
000002384.1076153,Vegetarian but eat seafood,42.0,-87.9,431,UBERON:feces
000002387.1075963,Omnivore but no red meat,42.1,-87.7,352,UBERON:feces
000002388.1053746,Omnivore but no red meat,42.1,-87.7,218,UBERON:tongue
000002389.1076456,Vegetarian but eat seafood,41.9,-88.1,146,UBERON:feces
000002390.1053737,Vegetarian but eat seafood,41.9,-88.1,274,UBERON:tongue
000002391.1075924,Omnivore,41.9,-88.1,285,UBERON:feces
000002392.1131552,Omnivore,41.9,-88.1,158,UBERON:tongue
000002395.1053907,Omnivore,41.5,-88.1,202,UBERON:tongue
000002396.1075884,Omnivore,41.5,-88.1,190,UBERON:feces
000002403.1076244,Omnivore,41.8,-87.9,466,UBERON:feces
000002404.1076256,Omnivore,41.8,-87.9,430,UBERON:feces
000002413.1053764,Omnivore,41.9,-87.7,188,UBERON:tongue
000002414.1076151,Omnivore,41.9,-87.7,257,UBERON:feces
000002418.1283127,Omnivore,42.0,-87.7,624,UBERON:feces
000002418.b.1283123,Omnivore,42.0,-87.7,624,UBERON:feces
000002419.1076002,Omnivore,42.0,-87.8,189,UBERON:feces
000002420.1210726,Omnivore,42.0,-87.8,372,UBERON:feces
000002435.1130295,Omnivore,38.7,-90.5,283,UBERON:feces
000002437.1076448,Omnivore,38.7,-90.7,364,UBERON:feces
000002438.1053759,Omnivore,38.7,-90.7,215,UBERON:tongue
000002443.1075906,Omnivore,39.0,-92.3,564,UBERON:feces
000002444.1075784,Omnivore,39.0,-92.3,396,UBERON:feces
000002445.1131733,Omnivore,38.8,-91.9,215,UBERON:tongue
000002446.1075774,Omnivore,38.8,-91.9,465,UBERON:feces
000002449.1131877,Omnivore,39.2,-95.0,1,UBERON:feces
000002450.1131907,Omnivore,39.2,-95.0,401,UBERON:feces
000002451.1130037,Omnivore,38.9,-94.6,216,UBERON:feces
000002452.1130459,Omnivore,38.9,-94.6,233,UBERON:feces
000002457.1130298,Omnivore,38.0,-95.4,735,UBERON:feces
000002458.1130095,Omnivore,38.0,-95.4,214,UBERON:feces
000002465.1076284,Omnivore,40.8,-96.7,399,UBERON:feces
000002466.1076088,Omnivore but no red meat,40.8,-96.7,478,UBERON:feces
000002467.1131786,Omnivore,40.8,-96.6,173,UBERON:feces
000002468.1131553,Omnivore,40.8,-96.6,323,UBERON:feces
000002471.1075930,Vegetarian but eat seafood,30.0,-90.1,366,UBERON:feces
000002472.1076062,Vegetarian but eat seafood,30.0,-90.1,4,UBERON:feces
000002472.1130355,Vegetarian but eat seafood,30.0,-90.1,342,UBERON:feces
000002475.1076473,Omnivore,29.9,-90.0,277,UBERON:feces
000002476.1053817,Omnivore,29.9,-90.0,279,UBERON:tongue
000002481.1076124,Omnivore,34.7,-92.3,109,UBERON:feces
000002482.1075920,Omnivore,34.7,-92.3,223,UBERON:feces
000002489.1131666,Omnivore,36.1,-95.7,416,UBERON:feces
000002490.1131918,Omnivore,36.1,-95.7,410,UBERON:feces
000002491.1131919,Omnivore,36.2,-95.2,207,UBERON:tongue
000002492.1131741,Omnivore,36.2,-95.2,400,UBERON:feces
000002493.1131785,Omnivore,33.1,-96.7,192,UBERON:tongue
000002494.1075850,Omnivore,33.1,-96.7,318,UBERON:feces
000002497.1130240,Omnivore,33.2,-96.8,151,UBERON:skin
000002498.1131632,Omnivore,33.2,-96.8,243,UBERON:feces
000002503.1076368,Omnivore,32.9,-96.8,452,UBERON:feces
000002504.1053838,Omnivore,32.9,-96.8,203,UBERON:tongue
000002505.1053888,Omnivore,32.9,-96.9,249,UBERON:tongue
000002506.1076079,Omnivore,32.9,-96.9,282,UBERON:feces
000002511.1130176,Omnivore,32.8,-97.1,443,UBERON:feces
000002519.1261950,Omnivore,30.0,-95.7,4,UBERON:feces
000002520.1262001,Omnivore,30.0,-95.7,431,UBERON:feces
000002529.1130411,Omnivore,30.5,-96.3,265,UBERON:feces
000002530.1131621,Omnivore,30.5,-96.3,226,UBERON:tongue
000002533.1130496,Omnivore,30.6,-97.5,153,UBERON:tongue
000002534.1130403,Omnivore,30.6,-97.5,203,UBERON:feces
000002537.1259678,Omnivore,30.3,-97.8,755,UBERON:feces
000002538.1259651,Omnivore,30.3,-97.8,310,UBERON:feces
000002545.1075975,Omnivore,33.4,-101.9,379,UBERON:feces
000002546.1075771,Omnivore,33.4,-101.9,183,UBERON:feces
000002563.1075860,Omnivore but no red meat,39.7,-105.0,267,UBERON:feces
000002564.1076029,Omnivore but no red meat,39.7,-105.0,444,UBERON:feces
000002567.1130387,Omnivore,39.8,-105.0,317,UBERON:feces
000002568.1131694,Omnivore,39.8,-105.0,290,UBERON:feces
000002575.1075824,Omnivore,39.7,-105.1,196,UBERON:feces
000002576.1075912,Omnivore,39.7,-105.1,220,UBERON:feces
000002577.1076258,Omnivore,39.7,-104.9,173,UBERON:feces
000002578.1076195,Omnivore,39.7,-104.9,525,UBERON:feces
000002581.1053733,Omnivore,40.0,-105.2,4,UBERON:feces
000002581.1130214,Omnivore,40.0,-105.2,521,UBERON:feces
000002587.1053912,Omnivore,40.0,-105.2,573,UBERON:feces
000002588.1053708,Omnivore,40.0,-105.2,601,UBERON:feces
000002589.1076365,Vegetarian but eat seafood,40.0,-105.3,508,UBERON:feces
000002590.1076161,Vegetarian,40.0,-105.3,497,UBERON:feces
000002597.1076012,Omnivore,40.1,-105.3,193,UBERON:feces
000002598.1076123,Omnivore,40.1,-105.3,326,UBERON:feces
000002605.1076071,Omnivore,39.5,-106.2,364,UBERON:feces
000002606.1075777,Omnivore,39.5,-106.2,406,UBERON:feces
000002607.1075716,Omnivore,40.2,-105.1,355,UBERON:feces
000002608.1053896,Omnivore,40.2,-105.1,283,UBERON:tongue
000002609.1076069,Omnivore,40.2,-105.1,135,UBERON:feces
000002610.1053895,Omnivore,40.2,-105.1,332,UBERON:skin
000002616.1130201,Omnivore,40.5,-105.0,489,UBERON:feces
000002619.1130069,Omnivore,37.5,-107.8,669,UBERON:feces
000002620.1131783,Omnivore,37.5,-107.8,227,UBERON:tongue
000002625.1076001,Omnivore but no red meat,43.7,-116.2,356,UBERON:feces
000002626.1053916,Omnivore but no red meat,43.7,-116.2,260,UBERON:tongue
000002631.1075741,Omnivore,43.6,-116.2,327,UBERON:feces
000002632.1075849,Omnivore,43.6,-116.2,392,UBERON:feces
000002637.1075872,Omnivore,33.4,-111.7,355,UBERON:feces
000002638.1076084,Omnivore,33.4,-111.7,389,UBERON:feces
000002641.1053853,Omnivore,33.3,-111.9,259,UBERON:tongue
000002642.1053735,Omnivore,33.3,-111.9,325,UBERON:tongue
000002645.1130296,Omnivore,33.4,-111.8,451,UBERON:feces
000002646.1130294,Omnivore,33.4,-111.8,172,UBERON:tongue
000002649.1131517,Omnivore,33.8,-111.8,378,UBERON:feces
000002650.1053793,Omnivore,33.8,-111.8,422,UBERON:feces
000002651.1076282,Omnivore,33.4,-111.8,446,UBERON:feces
000002652.1076263,Omnivore,33.4,-111.8,339,UBERON:feces
000002655.1076212,Omnivore,32.5,-111.0,264,UBERON:feces
000002656.1076186,Omnivore but no red meat,32.5,-111.0,133,UBERON:feces
000002665.1131581,Omnivore,35.7,-105.9,176,UBERON:feces
000002669.1131831,Omnivore,36.1,-115.2,496,UBERON:feces
000002670.1131756,Omnivore,36.1,-115.2,553,UBERON:feces
000002683.1075995,Omnivore,34.1,-118.2,179,UBERON:feces
000002684.1053762,Omnivore,34.1,-118.2,254,UBERON:tongue
000002687.1075746,Omnivore,33.8,-118.1,426,UBERON:feces
000002688.1053918,Omnivore,33.8,-118.1,8,UBERON:tongue
000002688.1130323,Omnivore,33.8,-118.1,187,UBERON:tongue
000002689.1076006,Omnivore,34.1,-118.1,548,UBERON:feces
000002690.1075892,Omnivore,34.1,-118.1,563,UBERON:feces
000002703.1131740,Omnivore,33.8,-118.0,175,UBERON:feces
000002704.1131549,Omnivore,33.8,-118.0,223,UBERON:tongue
000002709.1076342,Omnivore,33.0,-117.2,135,UBERON:feces
000002710.1076275,Omnivore,33.0,-117.2,478,UBERON:feces
000002711.1261740,Omnivore,32.7,-117.2,194,UBERON:feces
000002712.1262037,Omnivore,32.7,-117.2,497,UBERON:feces
000002713.1076226,Vegetarian but eat seafood,32.7,-117.1,266,UBERON:feces
000002715.1076224,Omnivore,32.9,-117.2,501,UBERON:feces
000002716.1076334,Omnivore,32.9,-117.2,442,UBERON:feces
000002721.1257353,Vegetarian but eat seafood,33.7,-118.0,728,UBERON:feces
000002722.1259697,Vegetarian but eat seafood,33.7,-118.0,423,UBERON:skin
000002733.1076457,Omnivore,36.6,-119.4,4,UBERON:feces
000002733.1076465,Omnivore,36.6,-119.4,2,UBERON:feces
000002734.1076312,Omnivore,36.6,-119.4,449,UBERON:feces
000002735.1075781,Omnivore,37.4,-122.1,8,UBERON:feces
000002735.1130284,Omnivore,37.4,-122.1,463,UBERON:feces
000002736.1076008,Omnivore,37.4,-122.1,448,UBERON:feces
000002739.1075865,Omnivore,37.4,-122.1,213,UBERON:feces
000002749.1257547,Omnivore,37.8,-122.4,682,UBERON:feces
000002750.1257139,Omnivore,37.8,-122.4,1,UBERON:feces
000002750.1261967,Omnivore,37.8,-122.4,377,UBERON:feces
000002751.1076200,Omnivore but no red meat,37.8,-122.4,222,UBERON:feces
000002752.1076382,Omnivore,37.8,-122.4,463,UBERON:feces
000002765.1076417,Omnivore,37.7,-122.5,400,UBERON:feces
000002771.1130205,Omnivore,37.5,-122.1,232,UBERON:tongue
000002772.1130083,Omnivore,37.5,-122.1,532,UBERON:feces
000002773.1075903,Omnivore,37.4,-122.1,257,UBERON:feces
000002774.1075948,Omnivore,37.4,-122.1,491,UBERON:feces
000002777.1076105,Omnivore,38.0,-122.0,213,UBERON:feces
000002778.1053899,Omnivore,38.0,-122.0,2,UBERON:skin
000002778.1130250,Omnivore,38.0,-122.0,137,UBERON:skin
000002781.1075822,Omnivore,37.7,-122.1,217,UBERON:feces
000002782.1075944,Omnivore,37.7,-122.1,310,UBERON:feces
000002783.1076422,Omnivore,37.8,-122.0,509,UBERON:feces
000002784.1076182,Vegetarian but eat seafood,37.8,-122.0,410,UBERON:feces
000002787.fixed223,Omnivore,37.8,-122.2,375,UBERON:feces
000002788.fixed211,Omnivore,37.8,-122.2,802,UBERON:skin
000002793.1131616,Omnivore,37.9,-122.6,177,UBERON:feces
000002794.1053852,Omnivore,37.9,-122.6,201,UBERON:tongue
000002801.1130261,Omnivore,37.9,-122.5,614,UBERON:feces
000002802.1130238,Omnivore,37.9,-122.5,69,UBERON:feces
000002803.1257297,Omnivore,37.1,-122.1,549,UBERON:feces
000002805.1075880,Omnivore,37.3,-122.0,248,UBERON:feces
000002806.1076060,Omnivore,37.3,-122.0,406,UBERON:feces
000002807.1131531,Omnivore,37.4,-122.0,436,UBERON:feces
000002808.1130071,Omnivore,37.4,-122.0,229,UBERON:tongue
000002809.1131923,Omnivore but no red meat,33.8,-117.9,297,UBERON:feces
000002810.1130515,Omnivore,33.8,-117.9,367,UBERON:feces
000002811.1210844,Omnivore,37.3,-122.0,282,UBERON:feces
000002812.1130022,Omnivore,37.3,-122.0,175,UBERON:hair follicle
000002813.1131542,Omnivore,38.5,-122.7,237,UBERON:tongue
000002814.1076021,Omnivore,38.5,-122.7,304,UBERON:feces
000002817.1076249,Omnivore,39.1,-123.2,843,UBERON:feces
000002818.1076355,Omnivore,39.1,-123.2,488,UBERON:feces
000002819.1076009,Vegetarian but eat seafood,40.5,-124.3,442,UBERON:feces
000002820.1053783,Vegetarian but eat seafood,40.5,-124.3,249,UBERON:tongue
000002821.1210811,Omnivore,38.5,-121.7,161,UBERON:tongue
000002822.1213019,Omnivore,38.5,-121.7,489,UBERON:feces
000002824a.1130503,no_data,38.8,-121.1,209,UBERON:tongue
000002824b.1130384,no_data,38.8,-121.1,112,UBERON:tongue
000002825.1076132,Omnivore,38.6,-121.4,337,UBERON:feces
000002826.1075879,Omnivore,38.6,-121.4,331,UBERON:feces
000002829.1210902,Omnivore,39.9,-121.7,707,UBERON:feces
000002830.1257426,Omnivore,39.9,-121.7,326,UBERON:feces
000002831.1131862,Omnivore,39.2,-121.2,518,UBERON:feces
000002833.1075980,Vegetarian,38.7,-119.8,360,UBERON:feces
000002834.1075915,Vegetarian,38.7,-119.8,290,UBERON:feces
000002841.1131628,Omnivore,45.5,-122.9,256,UBERON:tongue
000002842.1131578,Omnivore,45.5,-122.9,240,UBERON:tongue
