,diet,lat,lon,nz,site
000010274.1210810,Vegan,34.0,-118.4,216,UBERON:feces
000010282.1261908,Omnivore,42.4,-76.5,347,UBERON:feces
000010285.1210539,Omnivore,41.7,-88.4,283,UBERON:feces
000010286.1210651,Omnivore but no red meat,30.3,-97.8,337,UBERON:feces
000010297.1213071,Omnivore,41.7,-70.6,501,UBERON:feces
000010298.1213043,Omnivore but no red meat,39.0,-76.9,343,UBERON:feces
000010299.1212977,Vegetarian but eat seafood,39.0,-76.9,470,UBERON:feces
000010303.1213054,Omnivore,40.0,-75.2,160,UBERON:feces
000010304.1210583,Omnivore,40.0,-75.2,404,UBERON:feces
000010305.1257418,Omnivore,38.0,-78.5,399,UBERON:feces
000010306.1261660,Omnivore,38.0,-78.5,542,UBERON:feces
000010544.1210586,Omnivore,38.1,-78.4,86,UBERON:feces
000010546.1261756,Omnivore,38.1,-78.4,351,UBERON:feces
000010548.fixed731,Omnivore,38.1,-78.4,213,UBERON:feces
000010555.1257110,Omnivore,32.7,-117.2,337,UBERON:feces
000010556.1210775,Omnivore,32.8,-117.2,486,UBERON:feces
000010559.1210622,Omnivore,33.0,-117.1,186,UBERON:feces
000010561.1210676,Omnivore,33.0,-117.1,721,UBERON:feces
000010565.fixed219,Omnivore,32.8,-117.2,428,UBERON:feces
000010567.1210873,Vegan,32.9,-117.2,190,UBERON:feces
000010568.1261971,Omnivore,32.9,-117.2,6,UBERON:feces
000010690.1210650,Omnivore,38.9,-77.0,294,UBERON:feces
000010691.1259708,Omnivore,38.9,-77.0,284,UBERON:skin
000010692.1213092,Omnivore,40.0,-75.2,244,UBERON:feces
000010693.1210592,Omnivore,40.0,-75.2,638,UBERON:feces
000010710.1213087,Omnivore,37.7,-122.2,573,UBERON:feces
000010712.1210967,Omnivore,32.7,-117.2,460,UBERON:feces
000010713.1210845,Vegetarian,32.7,-117.2,390,UBERON:feces
000010714.1210522,Omnivore,38.0,-122.6,335,UBERON:feces
000010715.1210954,Vegan,42.5,-71.1,399,UBERON:feces
000010719.1210885,Omnivore,40.0,-75.3,372,UBERON:feces
000010720.1210546,Omnivore,40.0,-75.3,204,UBERON:feces
000010721.fixed672,Omnivore,40.0,-75.3,434,UBERON:feces
000010723.1213082,Omnivore,39.7,-84.2,649,UBERON:feces
000010724.1210828,Omnivore,43.1,-77.5,411,UBERON:feces
000010725.1210576,Omnivore,43.1,-77.5,312,UBERON:feces
000010732.1210653,Omnivore,41.4,-72.6,422,UBERON:feces
000010734.1210856,Omnivore,42.3,-87.8,518,UBERON:feces
000010735.1210881,Omnivore,29.5,-95.1,240,UBERON:feces
000010737.1257104,Omnivore,33.8,-84.3,290,UBERON:feces
000010738.1257165,Vegetarian but eat seafood,33.8,-84.3,374,UBERON:feces
000010739.1210953,Omnivore,33.8,-84.3,198,UBERON:tongue
000010740.1210804,Vegetarian but eat seafood,33.8,-84.3,174,UBERON:tongue
000010743.1259644,Omnivore,38.7,-77.2,288,UBERON:skin
000010744.1261957,Omnivore,38.7,-77.2,587,UBERON:feces
000010745.fixed899,Omnivore,38.7,-77.2,170,UBERON:tongue
000010746.1257136,Omnivore,40.9,-111.9,237,UBERON:feces
000010748.1259654,Omnivore,47.7,-122.3,278,UBERON:feces
000010757.1210527,Omnivore,40.8,-74.0,265,UBERON:feces
000010758.fixed286,Omnivore,38.6,-90.3,528,UBERON:feces
000010759.fixed287,Omnivore,38.6,-90.3,644,UBERON:feces
000010761.1210928,Omnivore,45.6,-122.8,488,UBERON:feces
000010765.1210903,Omnivore,37.5,-122.2,366,UBERON:feces
000010773.1210665,Omnivore but no red meat,37.9,-122.3,453,UBERON:feces
000010776.1213099,Vegetarian,37.3,-121.9,406,UBERON:feces
000010777.1213117,Omnivore,34.2,-118.1,603,UBERON:feces
000010783.fixed288,unknown,23.4,53.8,436,UBERON:feces
000010797.fixed639,Omnivore,39.1,-121.1,282,UBERON:feces
000010807A.1213077,Omnivore,40.7,-74.0,452,UBERON:feces
000010807B.1212956,Omnivore,40.7,-74.0,709,UBERON:feces
000010808.1210865,Omnivore,36.4,-75.9,424,UBERON:feces
000010809.1259716,Omnivore,36.4,-75.9,313,UBERON:skin
000010810.1210940,Omnivore,36.4,-75.9,169,UBERON:tongue
000010816.1210936,Omnivore,41.6,-70.6,412,UBERON:feces
000010817.1210815,Omnivore,41.6,-70.6,576,UBERON:feces
000010821.1210755,Vegetarian,37.9,-122.0,290,UBERON:feces
000010822.1210961,Omnivore,36.5,-105.7,249,UBERON:feces
000010827.1210606,Omnivore,30.5,-88.3,513,UBERON:feces
000010831.1210707,Omnivore,40.8,-73.9,620,UBERON:feces
000010832.1212946,Omnivore,36.0,-115.2,321,UBERON:feces
000010833.1212945,Vegetarian,36.0,-115.2,472,UBERON:feces
000010834.1210689,Vegan,34.3,-84.2,546,UBERON:feces
000010837.1210838,Omnivore,47.4,-122.5,177,UBERON:tongue
000010838.1210617,Omnivore,38.3,-87.0,395,UBERON:feces
000010839.1213095,Omnivore,42.4,-71.1,445,UBERON:feces
000010840.1210851,Omnivore,19.6,-156.0,395,UBERON:feces
000010843.1210560,Omnivore but no red meat,40.9,-73.5,430,UBERON:feces
000010845.1262034,Omnivore,42.2,-70.8,564,UBERON:feces
000010848.1210558,Omnivore,32.9,-96.8,285,UBERON:feces
000010852.1210907,Omnivore,47.8,-122.2,224,UBERON:feces
000010854.1210831,Omnivore,27.2,-80.3,306,UBERON:feces
000010864.1261949,Omnivore,38.9,-104.9,512,UBERON:feces
000010865.1261933,Omnivore,38.9,-104.9,237,UBERON:feces
000010866.1213132,Omnivore,47.7,-116.8,2,UBERON:feces
000010867.1213028,Omnivore,47.7,-116.8,656,UBERON:feces
000010869.1210765,Vegetarian but eat seafood,47.7,-122.4,606,UBERON:feces
000010870.fixed149,Vegetarian but eat seafood,40.1,-75.1,401,UBERON:feces
000010871.1213068,Omnivore,38.6,-121.5,557,UBERON:feces
000010873.1210694,Omnivore,42.6,-71.2,253,UBERON:feces
000010874.1210701,Omnivore,42.6,-71.2,133,UBERON:feces
000010875.1213067,Omnivore,37.9,-122.3,2,UBERON:feces
000010875.1261781,Omnivore,37.9,-122.3,322,UBERON:feces
000010876.1213040,Omnivore,37.9,-122.3,213,UBERON:feces
000010877.1259623,Omnivore,34.1,-118.3,348,UBERON:nostril
000010878.1210898,Omnivore,34.1,-118.3,219,UBERON:tongue
000010879.1213118,Omnivore,34.1,-118.3,449,UBERON:feces
000010880.1213133,Omnivore,34.1,-118.3,667,UBERON:feces
000010881.1257522,Omnivore,39.5,-119.8,243,UBERON:feces
000010885.1213105,Omnivore,39.3,-84.3,501,UBERON:feces
000010887.1257360,no_data,34.1,-118.4,193,UBERON:feces
000010893.1213052,Omnivore,34.3,-84.6,438,UBERON:feces
000010894.1210547,Omnivore,42.4,-71.1,294,UBERON:feces
000010895.1210540,Omnivore but no red meat,41.8,-74.2,195,UBERON:feces
000010896.1213075,Omnivore,34.4,-119.7,146,UBERON:feces
000010898.1257117,Omnivore,40.4,-89.5,504,UBERON:feces
000010899.1259761,Omnivore,47.7,-122.2,147,UBERON:feces
000010900.1212969,Omnivore,47.6,-122.3,581,UBERON:feces
000010901.1213102,Omnivore,40.5,-80.1,216,UBERON:feces
000010903.fixed180,Omnivore,47.0,-122.9,245,UBERON:feces
000010905.1261674,Omnivore,39.2,-77.3,482,UBERON:feces
000010906.1261872,Vegetarian but eat seafood,39.2,-77.3,327,UBERON:feces
000010908.1213091,Omnivore but no red meat,33.5,-111.9,588,UBERON:feces
000010909.1261870,Omnivore,36.8,-76.2,415,UBERON:feces
000010910.fixed200,Omnivore,42.5,-71.2,285,UBERON:feces
000010912.1257281,Omnivore,35.8,-84.0,4,UBERON:feces
000010912.1261924,Omnivore,35.8,-84.0,553,UBERON:feces
000010913.1212973,Omnivore,37.3,-121.9,366,UBERON:feces
000010914.1212995,Omnivore,46.9,-96.8,181,UBERON:feces
000010915.1210695,Omnivore,46.9,-96.8,162,UBERON:tongue
000010916.1210939,Vegetarian but eat seafood,38.8,-77.1,524,UBERON:feces
000010917.1210598,Vegetarian,38.8,-77.1,505,UBERON:feces
000010918.1210795,Vegetarian,38.8,-77.1,220,UBERON:feces
000010919.1210882,Vegetarian,38.8,-77.1,422,UBERON:feces
000010920.1210704,Vegetarian,38.8,-77.1,307,UBERON:feces
000010921.1210966,Vegetarian,38.8,-77.1,161,UBERON:feces
000010922.1210567,Vegetarian,38.8,-77.1,270,UBERON:feces
000010925.1212984,Omnivore,32.4,-86.2,137,UBERON:feces
000010930.1257410,Omnivore,42.3,-73.3,1,UBERON:feces
000010931.1257485,Omnivore,42.3,-73.3,495,UBERON:feces
000010936.1213013,Omnivore,27.9,-82.6,333,UBERON:feces
000010937.1212954,Omnivore,39.2,-77.0,432,UBERON:feces
000010938.1213104,Omnivore,39.2,-77.0,364,UBERON:feces
000010939.1210542,Omnivore but no red meat,37.9,-122.3,529,UBERON:feces
000010940.1210797,Omnivore,33.8,-117.8,590,UBERON:feces
000010941.1213015,Omnivore,42.1,-71.1,155,UBERON:feces
000010945.1210533,Omnivore,42.3,-71.2,351,UBERON:feces
000010946.1210769,Omnivore,41.6,-72.6,674,UBERON:feces
000010947.1210532,Omnivore,41.6,-72.6,388,UBERON:feces
000010948.1210864,Omnivore,41.6,-72.6,360,UBERON:feces
000010956.1210771,no_data,49.5,1.1,338,UBERON:feces
000010957.1210641,Omnivore,49.5,1.1,394,UBERON:feces
000010960.1257278,Omnivore,41.7,-86.5,231,UBERON:feces
000010961.fixed96,Omnivore,40.6,-79.2,476,UBERON:feces
000010962.1210614,Omnivore,40.3,-74.8,477,UBERON:feces
000010963.1257526,Omnivore,39.2,-76.8,1,UBERON:feces
000010963.1261785,Omnivore,39.2,-76.8,586,UBERON:feces
000010967.1257342,Omnivore,46.6,-112.0,701,UBERON:feces
000010968.1257255,Omnivore,38.8,-121.3,342,UBERON:feces
000010976.1257272,Omnivore but no red meat,45.5,-122.7,536,UBERON:feces
000010977.1259776,Omnivore but no red meat,45.5,-122.7,220,UBERON:tongue
000010978.1210627,Omnivore,35.2,-106.4,386,UBERON:feces
000010979.1259748,Omnivore but no red meat,33.9,-116.6,340,UBERON:feces
000010981.1210735,Omnivore,37.7,-122.4,411,UBERON:feces
000010984.1210816,Omnivore,64.8,-147.7,507,UBERON:feces
000010993.1210918,Omnivore,40.2,-76.9,300,UBERON:feces
000011012.1210945,Omnivore but no red meat,41.3,-81.8,361,UBERON:feces
000011017.fixed66,Omnivore,37.4,-122.2,601,UBERON:feces
000011018.1257161,Omnivore,37.5,-122.2,780,UBERON:feces
000011022.1257335,Vegetarian,42.4,-85.0,495,UBERON:feces
000011029.1210842,Omnivore,37.9,-122.3,462,UBERON:feces
000011031.fixed716,Vegetarian but eat seafood,37.8,-122.4,319,UBERON:feces
000011035.1210849,Omnivore,43.0,-88.0,456,UBERON:feces
000011036.1210878,Omnivore,37.4,-122.0,359,UBERON:feces
000011039.1210916,Vegan,39.2,-108.6,361,UBERON:feces
000011040.1210600,Vegan,39.2,-108.6,522,UBERON:feces
000011047.1257166,Omnivore,37.4,-122.1,556,UBERON:feces
000011049.1210538,Omnivore,35.4,-81.4,369,UBERON:feces
000011050.1210763,Omnivore,35.4,-81.4,246,UBERON:feces
000011052.fixed918,Omnivore,32.6,-117.0,160,UBERON:tongue
000011053.1261678,Omnivore,32.6,-117.0,286,UBERON:feces
000011054.1210772,Omnivore,38.7,-76.5,184,UBERON:feces
000011055.1257462,Omnivore,35.8,-78.8,704,UBERON:feces
000011063.fixed229,Omnivore,34.7,-92.4,353,UBERON:feces
000011065.fixed793,Omnivore,38.0,-121.3,4,UBERON:feces
000011069.1261918,Omnivore,43.9,-70.0,386,UBERON:feces
000011070.1261841,Omnivore,43.9,-70.0,411,UBERON:feces
000011071.1261818,Omnivore,37.3,-121.9,440,UBERON:feces
000011072.fixed190,Omnivore,45.7,-122.7,381,UBERON:feces
000011073.fixed262,Omnivore,45.7,-122.7,575,UBERON:feces
000011077.1210537,Omnivore,43.7,-70.3,238,UBERON:feces
000011080.1257266,Vegetarian but eat seafood,35.9,-84.1,411,UBERON:feces
000011086.1257227,Omnivore,40.6,-105.1,769,UBERON:feces
000011090.1210563,Omnivore,37.8,-122.5,625,UBERON:feces
000011093.1257172,Omnivore,40.2,-74.3,751,UBERON:feces
000011103.1210615,Omnivore,39.7,-104.9,341,UBERON:feces
000011111.1210792,Vegetarian but eat seafood,42.5,-85.9,534,UBERON:feces
000011116.1210680,Vegan,45.5,-122.8,651,UBERON:feces
000011118.1210638,Omnivore,38.2,-122.6,326,UBERON:feces
000011119.1210964,Omnivore,38.2,-122.6,529,UBERON:feces
000011130.1261676,Omnivore but no red meat,39.7,-105.0,777,UBERON:feces
000011134.1257403,Vegetarian,40.1,-88.2,237,UBERON:feces
000011142.1210639,Omnivore,47.7,-122.4,265,UBERON:feces
000011143.fixed796,Vegetarian but eat seafood,39.1,-76.8,637,UBERON:feces
000011145.1210948,Omnivore,47.9,-122.7,254,UBERON:feces
000011149.1257119,Omnivore,41.4,-70.7,738,UBERON:feces
000011154.1210623,no_data,38.7,-90.6,294,UBERON:feces
000011155.1257332,Omnivore,34.1,-118.2,456,UBERON:feces
000011160.fixed289,Omnivore,42.4,-71.1,585,UBERON:feces
000011162.1262051,Vegetarian but eat seafood,37.4,-122.1,612,UBERON:feces
000011163.1261635,Vegetarian,37.4,-122.1,606,UBERON:feces
000011164.1257292,Vegetarian,37.4,-122.1,388,UBERON:feces
000011165.1261684,Vegetarian,37.4,-122.1,350,UBERON:feces
000011168.1257279,Omnivore,40.0,-105.2,412,UBERON:feces
000011170.1262082,Omnivore,37.7,-122.4,434,UBERON:feces
000011171.1261929,Vegan,34.4,-119.3,290,UBERON:feces
000011172.1210786,Omnivore but no red meat,34.0,-118.5,402,UBERON:feces
000011181.1210748,Vegetarian but eat seafood,37.7,-122.4,295,UBERON:feces
000011190.1210714,Omnivore,45.5,-122.9,113,UBERON:feces
000011191.1261703,Vegetarian but eat seafood,42.0,-72.5,476,UBERON:feces
000011192.fixed658,Omnivore,42.0,-72.5,294,UBERON:feces
000011193.1259720,Vegetarian but eat seafood,37.7,-122.4,224,UBERON:feces
000011199.1261626,Omnivore but no red meat,37.4,-122.0,1,UBERON:feces
000011200.1261839,Omnivore but no red meat,37.4,-122.0,790,UBERON:feces
000011202.fixed825,Omnivore,64.8,-147.7,769,UBERON:feces
000011204.1257149,Omnivore,39.0,-76.5,525,UBERON:feces
000011206.1210833,Omnivore,38.6,-121.4,321,UBERON:feces
000011207.1210834,Omnivore,38.6,-121.4,428,UBERON:feces
000011214.1210879,Omnivore,39.2,-86.5,619,UBERON:feces
000011220.1257386,Omnivore but no red meat,35.1,-106.6,589,UBERON:feces
000011221.fixed189,Vegetarian but eat seafood,48.0,-122.5,455,UBERON:feces
000011223.1210739,Omnivore,45.5,-122.6,634,UBERON:feces
000011224.1210932,Vegan,39.7,-104.9,614,UBERON:feces
000011225.1210593,Omnivore,39.7,-104.9,674,UBERON:feces
000011235.1257187,Omnivore,35.6,-77.4,575,UBERON:feces
000011238.1261946,Vegetarian,61.2,-149.9,663,UBERON:feces
000011240.1257372,Omnivore,43.6,-116.3,648,UBERON:feces
000011243.1257237,Omnivore,39.1,-108.6,518,UBERON:feces
000011244.1261894,Omnivore,36.0,-83.8,420,UBERON:feces
000011246.1210942,Omnivore,40.0,-105.1,508,UBERON:feces
000011250.1210962,Vegan,40.6,-105.1,470,UBERON:feces
000011259.1210744,Omnivore,43.6,-116.2,251,UBERON:feces
000011260.1262011,Omnivore,no_data,no_data,284,UBERON:feces
000011262.1257380,Omnivore,37.9,-122.3,381,UBERON:feces
000011265.fixed61,Omnivore but no red meat,38.0,-91.8,679,UBERON:feces
000011269.1210536,Omnivore,42.3,-71.1,395,UBERON:feces
000011273.1210643,Omnivore,30.5,-84.1,223,UBERON:feces
000011275.1261934,Omnivore,37.3,-107.9,577,UBERON:feces
000011276.1210800,Omnivore,28.7,-81.3,177,UBERON:feces
000011277.1210888,Omnivore,28.7,-81.3,447,UBERON:feces
000011290.fixed921,Omnivore,29.7,-82.4,311,UBERON:feces
000011291.1261662,Omnivore,38.9,-77.0,426,UBERON:feces
000011295.1210697,Omnivore,33.9,-84.2,431,UBERON:feces
000011297.1257359,Omnivore,35.5,-81.3,4,UBERON:feces
000011297.1261772,Omnivore,35.5,-81.3,390,UBERON:feces
000011298.1210862,Omnivore,42.0,-72.3,316,UBERON:feces
000011300.1257315,Omnivore,45.5,-122.6,996,UBERON:feces
000011301.1261636,Omnivore,39.6,-105.0,567,UBERON:feces
000011302.1210754,Omnivore,43.1,-77.6,489,UBERON:feces
000011312.1210778,Omnivore,39.0,-95.2,545,UBERON:feces
000011315.1210642,Omnivore,37.6,-77.4,388,UBERON:feces
000011322.1257196,Omnivore,32.6,-85.0,417,UBERON:feces
000011324.fixed255,Omnivore,40.3,-75.8,195,UBERON:feces
000011329.1210896,Omnivore,43.8,-72.3,436,UBERON:feces
000011330.fixed790,Omnivore,39.8,-105.0,582,UBERON:feces
000011334.fixed218,Omnivore,32.8,-80.0,389,UBERON:feces
000011335.1210545,Omnivore,42.4,-71.1,669,UBERON:feces
000011337.1210601,Omnivore,44.6,-73.0,708,UBERON:feces
000011338.1257457,Omnivore,42.7,-70.8,360,UBERON:feces
000011341.1261745,Omnivore,43.7,-70.3,527,UBERON:feces
000011342.1261945,Omnivore,43.7,-70.3,459,UBERON:feces
000011350.1257480,Omnivore,34.2,-77.9,659,UBERON:feces
000011351.1210669,Omnivore,40.0,-105.3,320,UBERON:feces
000011352.1257113,Omnivore,40.6,-74.4,562,UBERON:feces
000011355.1210909,Vegetarian,33.8,-84.3,487,UBERON:feces
000011357.1257106,Omnivore,38.8,-76.7,520,UBERON:feces
000011358.1210819,Omnivore,41.6,-74.0,549,UBERON:feces
000011359.1210729,Omnivore,40.8,-77.9,415,UBERON:feces
000011360.1210832,Omnivore,40.8,-77.9,205,UBERON:tongue
000011362.1210912,Omnivore but no red meat,42.2,-73.4,432,UBERON:feces
000011363.1259698,Omnivore,40.7,-74.0,3,UBERON:feces
000011365.1261936,Omnivore,39.7,-121.8,2,UBERON:feces
000011368.fixed290,Vegan,38.5,-121.7,195,UBERON:feces
000011369.fixed291,Vegan,38.5,-121.7,445,UBERON:feces
000011375.1257512,Omnivore,42.4,-71.2,163,UBERON:feces
000011376.1257313,Omnivore,42.4,-71.2,330,UBERON:feces
000011377.fixed685,Omnivore,43.0,-89.7,376,UBERON:tongue
000011378.fixed687,Omnivore,43.0,-89.7,677,UBERON:feces
000011379.fixed292,Omnivore,38.1,-78.7,379,UBERON:feces
000011385.1210709,Omnivore but no red meat,47.7,-122.3,18,UBERON:feces
000011386.1261695,Vegetarian but eat seafood,45.4,-122.7,1,UBERON:feces
000011387.1261885,Omnivore,33.0,-117.3,381,UBERON:feces
000011388.1261713,Omnivore,33.0,-117.3,591,UBERON:feces
000011389.1257491,Omnivore,42.4,-71.2,572,UBERON:feces
000011390.1257350,Omnivore,42.4,-71.2,308,UBERON:feces
000011394.1210926,Omnivore,40.8,-74.0,541,UBERON:feces
000011395.1210826,Omnivore,40.8,-74.0,398,UBERON:feces
000011409.1257422,Vegetarian but eat seafood,38.7,-77.3,549,UBERON:feces
000011416.1257542,Vegetarian but eat seafood,33.8,-118.1,391,UBERON:feces
000011417.1261944,Omnivore,33.5,-112.1,588,UBERON:feces
000011925.1210566,Omnivore,54.2,10.0,358,UBERON:feces
000011934.1210837,Omnivore,32.8,-117.2,620,UBERON:feces
000011935.1210721,Omnivore,32.8,-117.2,671,UBERON:feces
000011939.fixed720,Omnivore but no red meat,43.0,-70.8,352,UBERON:feces
000011940.1257148,Omnivore,43.0,-70.8,486,UBERON:feces
000011941.1257177,Omnivore,39.8,-105.0,591,UBERON:feces
000011942.1257131,Omnivore,39.8,-105.0,544,UBERON:feces
000011943.fixed751,Omnivore,30.2,-97.8,399,UBERON:feces
000011945.1210562,Omnivore,37.7,-77.8,197,UBERON:feces
000011949.1210666,Omnivore,30.2,-97.8,8,UBERON:feces
000011949.1259675,Omnivore,30.2,-97.8,316,UBERON:feces
000011951.1210703,Omnivore,37.8,-122.5,411,UBERON:feces
000011955.fixed1053,Omnivore,40.7,-74.0,589,UBERON:feces
000011956.fixed1052,Omnivore,40.7,-74.0,466,UBERON:feces
000011959.1257086,Omnivore,36.9,-76.2,529,UBERON:feces
000011962.1210731,Omnivore but no red meat,37.0,-122.0,308,UBERON:feces
000011964.1210619,Omnivore,41.1,-78.8,403,UBERON:feces
000011969.1261916,Vegetarian but eat seafood,37.8,-122.2,315,UBERON:feces
000011973.1210951,Omnivore,37.7,-122.5,8,UBERON:feces
000011973.1259745,Omnivore,37.7,-122.5,616,UBERON:feces
000011977.1257387,Omnivore,33.9,-118.4,732,UBERON:feces
000011978.1210746,Omnivore,33.9,-118.4,205,UBERON:tongue
000011979.1259630,Omnivore,33.9,-118.4,189,UBERON:skin
000011980.1210764,Omnivore,33.9,-118.4,58,UBERON:mucosa of vagina
000011982.1257198,Omnivore,45.5,-122.6,354,UBERON:feces
000011985.1210712,Omnivore,48.5,-123.0,394,UBERON:feces
000011986.1210868,Omnivore,47.6,-122.3,99,UBERON:feces
000011990.1261912,Omnivore,40.7,-74.0,338,UBERON:feces
000011993.1257379,Omnivore,41.9,-87.6,746,UBERON:feces
000011997.1257371,Omnivore,40.0,-105.3,515,UBERON:feces
000012001.fixed176,Vegetarian,26.1,-80.3,877,UBERON:feces
000012003.1259626,Omnivore,43.0,-73.8,246,UBERON:feces
000012004.1257107,Omnivore,34.5,-84.3,740,UBERON:feces
000012005.1257442,Omnivore,34.5,-84.3,603,UBERON:feces
000012007.1257306,Omnivore but no red meat,47.6,-122.4,311,UBERON:feces
000012011.1210850,Vegetarian but eat seafood,34.5,-112.5,470,UBERON:feces
000012012.1210839,Vegetarian but eat seafood,34.5,-112.5,388,UBERON:feces
000012013.1257467,Omnivore,37.6,-122.0,289,UBERON:feces
000012014.1257540,Omnivore,37.0,-122.0,435,UBERON:feces
000012016.1210892,Omnivore,41.3,-96.1,387,UBERON:feces
000012017.1261768,Omnivore,37.2,-122.0,644,UBERON:feces
000012025.1262052,Vegetarian,33.0,-96.7,176,UBERON:feces
000012027.fixed792,Omnivore,42.3,-71.2,412,UBERON:feces
000012028.fixed784,Omnivore,42.3,-71.2,611,UBERON:feces
000012030.1257401,no_data,44.7,-92.5,359,UBERON:feces
000012034.1257115,Omnivore,37.8,-122.5,294,UBERON:feces
000012035.1257215,Vegetarian,37.8,-122.5,170,UBERON:feces
000012036.1262010,Omnivore,31.9,-106.5,120,UBERON:feces
000012037.1210711,Omnivore,39.0,-77.1,306,UBERON:feces
000012038.1210854,Omnivore,39.0,-77.1,246,UBERON:feces
000012043.fixed293,Omnivore,45.5,-122.7,423,UBERON:feces
000012044.fixed294,Omnivore,45.5,-122.7,560,UBERON:feces
000012048.1261737,Omnivore,42.5,-72.4,437,UBERON:feces
000012049.1257308,Omnivore,34.5,-119.7,1,UBERON:feces
000012051.1257152,Omnivore,38.6,-121.4,445,UBERON:feces
000012052.1257465,Omnivore,38.6,-121.4,246,UBERON:feces
000012053.1257552,Omnivore,38.6,-121.4,419,UBERON:feces
000012054.1257084,Omnivore,38.6,-121.4,269,UBERON:feces
000012055.1210740,Omnivore but no red meat,37.9,-122.3,214,UBERON:feces
000012059.1210747,Omnivore,37.0,-122.0,497,UBERON:feces
000012061.1210599,Omnivore,45.6,-122.6,366,UBERON:feces
000012065.1257508,Omnivore,45.3,-111.7,326,UBERON:feces
000012066.1257466,Omnivore,45.3,-111.7,509,UBERON:feces
000012067.fixed1028,Omnivore,39.7,-105.1,390,UBERON:feces
000012069.1257537,Omnivore,34.0,-84.0,182,UBERON:feces
000012070.1257554,Omnivore,34.0,-84.0,656,UBERON:feces
000012072.fixed50,Omnivore but no red meat,37.7,-122.4,637,UBERON:feces
000012073.fixed49,Omnivore but no red meat,37.7,-122.4,449,UBERON:feces
000012085.1257127,Omnivore,39.8,-84.9,598,UBERON:feces
000012086.1210914,Vegetarian,43.1,-89.3,458,UBERON:feces
000012088.1210678,Omnivore,43.1,-89.3,326,UBERON:feces
000012089.1257384,Omnivore,37.1,-121.7,361,UBERON:feces
000012090.1257285,Omnivore,37.1,-121.7,2,UBERON:feces
000012090.1261784,Omnivore,37.1,-121.7,335,UBERON:feces
000012092.1257275,Omnivore,47.0,-122.9,681,UBERON:feces
000012099.1210760,Omnivore,37.5,-105.9,322,UBERON:feces
000012100.1210589,Vegetarian,37.5,-105.9,19,UBERON:feces
000012100.1259746,Vegetarian,37.5,-105.9,92,UBERON:feces
000012102.1261809,Omnivore,30.2,-97.8,280,UBERON:feces
000012105.1257181,Omnivore,32.7,-117.0,433,UBERON:feces
000012112.fixed295,Omnivore,45.6,-123.9,416,UBERON:feces
000012113.1257271,Omnivore,35.5,-79.2,354,UBERON:feces
000012116.1210673,Omnivore but no red meat,32.9,-117.1,279,UBERON:feces
000012117.1210554,Omnivore but no red meat,32.9,-117.1,214,UBERON:tongue
000012120.1210523,Omnivore,32.8,-117.1,207,UBERON:feces
000012122.fixed748,Omnivore,38.9,-77.0,525,UBERON:feces
000012128.1261652,Omnivore,41.1,-73.6,4,UBERON:feces
000012134.1257254,Omnivore,41.7,-83.5,8,UBERON:feces
000012134.1261698,Omnivore,41.7,-83.5,349,UBERON:feces
000012135.1257389,Vegetarian,41.7,-83.5,530,UBERON:feces
000012136.1262068,Vegetarian,44.4,-72.5,623,UBERON:feces
000012147.1257097,Omnivore,39.5,-120.0,101,UBERON:feces
000012148.1257217,Omnivore,39.5,-120.0,409,UBERON:feces
000012149.1261963,Omnivore but no red meat,45.3,-118.1,677,UBERON:feces
000012152.1210963,Vegetarian,37.3,-121.9,246,UBERON:feces
000012153.1259642,Omnivore,37.3,-121.9,644,UBERON:hand
000012154.1210908,Omnivore,37.3,-121.9,334,UBERON:feces
000012155.1210635,Omnivore,37.3,-121.9,677,UBERON:feces
000012156.1261891,Omnivore,37.1,-122.0,673,UBERON:feces
000012157.1210674,Omnivore,45.3,-111.7,302,UBERON:feces
000012158.1257142,Omnivore,45.3,-111.7,778,UBERON:feces
000012159.1257146,Omnivore but no red meat,42.0,-87.7,464,UBERON:feces
000012162.fixed651,Omnivore,38.6,-122.9,312,UBERON:feces
000012163.fixed296,Omnivore,38.6,-122.9,436,UBERON:feces
000012164.fixed297,Omnivore,38.6,-122.9,201,UBERON:feces
000012173.1257349,Omnivore,32.8,-117.2,289,UBERON:feces
000012176.1257185,Omnivore,41.1,-77.5,583,UBERON:feces
000012177.1257378,Omnivore,45.5,-122.6,412,UBERON:feces
000012182.1210957,Omnivore,39.1,-108.6,361,UBERON:feces
000012183.1259723,Omnivore,39.1,-108.6,287,UBERON:skin
000012184.1210648,Omnivore,39.1,-108.6,351,UBERON:feces
000012185.1210897,Omnivore,39.1,-108.6,322,UBERON:feces
000012197.1257455,Omnivore,39.3,-76.6,472,UBERON:feces
000012198.1257216,Omnivore,39.3,-76.6,337,UBERON:feces
000012199.1257153,Omnivore,42.4,-71.1,554,UBERON:feces
000012201.1210920,Omnivore,40.4,-74.8,293,UBERON:feces
000012202.fixed32,Vegetarian,37.5,-77.5,427,UBERON:feces
000012203.1257553,Omnivore,45.4,-122.8,487,UBERON:feces
000012209.1210530,Omnivore,37.8,-122.4,3,UBERON:feces
000012209.1259762,Omnivore,37.8,-122.4,519,UBERON:feces
000012210.1210625,Omnivore,37.8,-122.4,110,UBERON:feces
000012211.1210753,Omnivore,30.4,-97.7,295,UBERON:feces
000012212.1210952,Omnivore,30.4,-97.7,313,UBERON:feces
